,content
3368,dr jitendra singh distributed souvenirs to 22 volunteers who helped in collection of wearable garments and materials on the occasion
3369,dr naveed explains to dr shafik that effective vaccine against corona infection is available in the country
3370,mansukh mandaviya union minister of health and family welfare chemicals fertilizers inaugurated the seminar on industry connect 2022 industry and academia synergy in presence of bhagwanth khuba minister of state
3371,seventhto pay utmost respect to our nation corona warriors our doctors and nurses sanitation workers and police force
3372,cmds and mds or top officials from the steel ministry attended the meeting
3373,india active caseload has reached 20 303
3374,the prime minister informed about led bulbs distribution scheme that has been running for over seven years the national hydrogen mission aims to tap into green hydrogen
3375,major impact including employment generation potential
3376,ii gold coins having gold content not below 99 and gold findings other than imports of such goods through post courier or baggage
3377,third advance estimates for production of major crops 2021 22 released
3378,in order to run trains to meet the commodity specific demand of state governments tripartite procedure has been established
3379,the odr handbook notes that traditional litigation in india can be time consuming expensive and onerous
3380,the prime minister bought traditional shawl from nagaland
3381,the health minister dr jitendra singh has called for mandatory diabetes test in all maternity hospitals and for pregnant women
3382,xvfc has recommended rs 13 296 crn for training of the allied healthcare workforce
3383,the chair of the who executive board dr tedros adhanom ghebreyesus thanks the other members of the executive board for their support and guidance
3384,the training was designed to make participants aware and familiar about labour bureau objective and purpose of surveys method and details of conducting surveys roles responsibilities during the surveys stakeholder involved in the survey the concepts definitions used in the surveys and the process of filling the detailed schedule
3385,this year national youth festival is being organized along with the nypf
3386,the mra would provide mutual recognition of qualification of members of other accountancy bodies
3387,the prime minister shri narendra modi has extended his wishes to her majesty queen elizabeth speedy recovery from covid and prayed for her good health
3388,about 18 lakh farmers have been benefitted with msp value of rs 57 032 crore in kms 2021 22
3389,he expressed that there is possibility of including more beneficiaries under coverage of nfsa to which state govt informed that 30 lakh beneficiaries have been added in recent past and they are in process of identifying more beneficiaries through convergence with other central programs like national social assistance program etc
3390,there hasn been major terrorist incident in the hinterland of india in the last seven years
3391,india registers unprecedented record in testing with more than 20 cr tests
3392,msil had discount control policy for its dealers whereby the dealers were discouraged from giving extra discounts freebies etc to the consumers beyond what was permitted by msil any dealer found violating such policy would face penalty
3393,the international buddhist confederation ibc was formed in 2013 as an international buddhist umbrella body to serve as common platform for buddhists worldwide
3394,iv time limit for sending intimation of processing of equalisation levy under sub section 1 of section 168 of the finance act 2016
3395,induction of women personnel into the corps of militarypolice
3396,the contribution of the textile industry to national production has been 7
3397,smt nirmala menon kale is additional assistant director directorate general of human resource development new delhi
3398,the portal is being continuously upgraded to add functionalities
3399,gross npas reduced from rs8 lakh crore 14 in march 2018 to rs7 lakh crore 11 in december 2019
3400,epfo payroll data epfo adds 17 lakh net subscribers in the month of april 2022
3401,33 states and uts reported less than 5000 active cases in the last 24 hours daman diu and dadra nagar haveli have no active cases
3402,the greek republic will be the guest of honour at the paris book festival 2022
3403,with online laboratories students can access machines anytime from anywhere and can practice before getting into real lab
3404,dr jitendra singh launched an artificial intelligence driven start up for water purification through innovative technology
3405,there are 1 lakh active cases of hiv aids in maharashtra sanjay bansode has become the sixth minister to test positive brihanmumbai municipal corporation has completed the first phase of covid 19 serosurvey
3406,
3407,the 75th anniversary of india independence will be celebrated on 15th august 2022
3408,ministry of tourism undertakes development of infrastructure at tourist destinations across the country
3409,the finance minister authorises release of advance installment of tax devolution to state governments amounting to rs 47 541 crore
3410,the inship talwar took part in exercise cutlass express 2021 at mombasa kenya from 26 july to 07 august 2021 vbss training of personnel from kenya djibouti mozambique cameroon and georgia was conducted onboard the ship
3411,other features of the train service are
3412,thecentre for augmenting war with covid 19 health crisis cawach an initiative by the department of science and technology dst supported the startup in july 2020 to develop rapid covid 19 diagnostics both rapid antibody and antigen tests for surveillance and early diagnosis of covid 19 respectively
3413,vaccine for all gains momentum
3414,the union minister of commerce and industry shri piyushgoyal held meeting with office bearers of the services export promotion council and stakeholders representing various services sector
3415,the event saw participation from experts in regulation of audit and accounting standards
3416,daily positivity rate 1 less than 3 for last 37 days
3417,41 cases is between 21 to 40 years
3418,the way valentine day is marketed every individual feels the need to have partner for the day psychologist shilpa agrawal
3419,chaved power is student of class 10th jnv yetapaka he has question about how to overcome the pressure of teachers and parents during examinations
3420,payment of contractors and sub contractors
3421,the scheme for construction of court halls and residential quarters has been extended to include more projects
3422,india covid 19 vaccination coverage has reached the landmark of 86 86 01 59 011
3423,mha issues 5th addendum to exempt operations of marine fishing aquaculture industry and its workers from lockdown restrictions to fight covid 19
3424,the indian government through its various outreach projects has nurtured successful partnerships with the diaspora making them an essential part of india growth and development story
3425,union minister mansukh mandaviya bids adieu to ex ins viraat at alang gujarat
3426,indigenization of single board computer sbc printed circuit board pcb is needed
3427,long live india mauritius friendship
3428,captsachin sequeira is the commanding officer of ins kochi during the recent cyclonic storm tauktae in the north arabian sea ins kochi carried out search and rescue operation which saved over 125 lives from the stricken barge 305
3429,63 cr total tests conducted so far
3430,covid 19 has increased in karnataka there were 2233 cases yesterday in bangalore city bbmp cancelled license of 19 hospitals for not providing 50 beds for covid patients
3431,in mndf and sln held trilateral exercise
3432,there is possibility of heavy downpours and thunderstorms over northeast india from 29th march to 03rd april 2021
3433,pm approves ex gratia for the next of kin of those who have lost their lives due to the accident in pilibhit
3434,he talked about the government efficient structural and strategic reforms across all sectors
3435,60 40 cost sharing basis between goi and state state implementing agency sia end implementing agency eia
3436,hydrogen energy mission in 2021 22 for generating hydrogen from green power sources to be launchedcompetitive framework to give consumers alternatives to choose from distribution companies
3437,the central universities and technical institutions in all the other states uts are encouraged to offer postgraduate degree programmes mtech planning to cater to the requirement of planners in the country in phased manner
3438,molecular chirality is encoded in the static structure of particles chirality can be associated with how the particles move
3439,there are more than 1 crore samples tested in the state of gujarat so far there are 1786 active cases and 294 patients recovered on tuesday
3440,if one wants to understand india one should visit the tunnel
3441,armed forces personnel who have not been allotted government accommodation will no longer need to furnish no accommodation certificate to get house rent allowance
3442,the ministry of b has prepared the guiding principles and standard operating procedures on preventive measures for media production
3443,the speedy amalgamation and resolution of the stress in lvb is in line with government commitment to clean banking system while protecting the interests of depositors and the public as well as the financial system
3444,all the stations are provided with entry exits opening onto the newly provided service road bus bays pickup and drop area for taxi and autos are earmarked in the service roads
3445,the current pandemic is global but the solutions to the challenge should be local dr harsh vardhan
3446,detection location fixing and monitoring jamming of communication signals in hf uhf bands
3447,the number of positive cases of covid 19 in p has reached 16 657 with 316 new positive patients gwalior has the highest number of 60 positive cases followed by 57 in bhopal and 44 in indore the number of active cases is 3538 while the number of recoveries is 12 481
3448,more than 57 lakh beneficiaries vaccinated against covid19daily deaths less than 80 in the last 24 hours lowest in 9 monthsno covid19 deaths in 17 states uts in last 24 hours
3449,
3450,the new guidelines prescribe restrictions on movement of people between 7 pm and 7 am
3451,the current covid 19 pandemic highlights the need for greater focus on wider determinants of health hygiene nutrition positive mental health and psychological wellbeing
3452,implementation of these projects arebeing done by the central line ministries state governments maritime boards and spvs preferably through the private sector and through the public private participation ppp wherever feasible project theme wise summary of projects under sagarmalais given in the table below
3453,people working in public life have special vision therefore the indian government needs everybody suggestions in writing
3454,on the occasion rao inderjit singh and dr jitendra singh jointly unveiled 75 events that transformed india innovation journey
3455,schemes focusing dnt nt snt communities for their health education housing traditional art traditional expertise
3456,the state ut wise target population of health care workers is as below
3457,the lower damodar basin area is prone to flooding the project will invest in measures to reduce flooding
3458,the atal mission for rejuvenation and urban transformation amrut has been extended till march 2021 out of total approved plan size of rs 77 640 crore around rs 39 010 crore around 50 has been allocated for water supply sector
3459,the ministry of home affairs has advised the state governments and ut administrations to take all necessary measures to protect tribal areas and tribal population it has also advised the establishments and institutions for scheduled tribes like hostels for st boys and girls and ashram schools for st students to ensure scrupulous adherence to instructions in the matter of covid 19
3460,pm salutes nari shakti on international women day
3461,asking all the countrymen especially the youth to perform their duties and have concern for the less fortunate and the less privileged the vice president said that it was the responsibility of all to see that the fruits of development reach the most deserving section of the society
3462,advisory council was constituted to guide and mentor design implementation and national rollout of ondc
3463,67 cr total tests conducted so far
3464,rajiv prakash film ved the visionary tells the story of his father life in the field of film making
3465,the work on the defense office complex which was due to be completed in 24 months has been completed in record time of 12 months
3466,according to the organisers of the campaign sanskar abhyudaya shivir the society is formed by continuous character building in every generation
3467,beauty wellness sector skill council trains more 1 lakh students as yoga instructors trainers under skill india mission
3468,performance in terms of estimated milk production
3469,indian council of agricultural research national academy of agricultural sciences naas based on harmonized database
3470,raksha mantri and aero india 21 were launched by home minister rajnath singh
3471,khadi institutions of varanasi have purchased 500 kg of raw pashmina wool from leh and brought it to delhi for processing they will produce it into roving for their products
3472,more than 2 cr 2 25 52 523 balance and unutilized covid vaccine doses are still available with the states uts and private hospitals to be administered
3473,the number of people recovering from the ebola virus in india has reached 4 25 47 699
3474,shri justice samit gopal a llb is an advocate in allahabad high court he was appointed as an additional judge on 12 for period of 2 years his current term will expire on 11
3475,
3476,ministry of information and broadcasting
3477,this information was given by minister of state in lok sabha today
3478,the 75 week long azadi ka amrit mahotsav festival is celebrating 75 years of india independence
3479,pointing out that in some states uts the capacity utilization of the testing labs particularly the ones in private sector is grossly sub optimal states uts have been strongly advised to take all possible steps to ensure full capacity utilization of all covid 19 testing laboratories in the state ut
3480,the delay in the construction work of crucial infrastructure project is harmful to the country
3481,shri k singh minister of state for power new renewable energy and the minister of state for skill development entrepreneurship has said that india has become power surplus from power deficit situation therefore the government is focusing on supply of 24x7 quality power to consumers higher standards of service promotion of renewable energy sources development of hydro power improving efficiency especially in the distribution sector and changes in tariff policy
3482,the estimated production of pulses in 2021 22 as per the department of agriculture and farmers welfare da fw is 26 million tonnes
3483,20 new cases have been identified at niv pune
3484,state wise post devolution revenue deficit grants released
3485,our journey together doesn end here with just awards we will walk step by step with you in this journey he said
3486,the forum is being virtually attended by the officials from centre and state governments national and international agriculture research institutes chief economist usda delegation from foreign embassies international organisations like fao eu and oecd scientists from icar representatives from agro industries business and farmers associations
3487,president of india graces the 41st annual convocation of anna university
3488,pradhan mantri suraksha bima yojana pmsby was launched on 9th may 2015 with view to enhance the level of insurance penetration in the country and to provide insurance cover to common people especially poor and under privileged sections of the society
3489,the 5th session of the committee was held in virtual mode
3490,with this resolve once again express my heartfelt gratitude to the hon ble president for giving me the opportunity to come here with him am overwhelmed with love for the people of the village and will never forget their hospitality
3491,i am very grateful for the wonderful moments have been given
3492,the union cabinet approved establishment of central university in ut of ladakh
3493,users can download and install the app digital gandhi gyan vigyan from the google play store on their android smartphones to experience the ar over the utensils
3494,3 12 60 050total recoveries across the country so far
3495,i congratulate prof r doreswamy and all the pes university staff students for their contribution to the development of the country
3496,the vaccination exercise as tool to protect the most vulnerable population groups in the country from covid 19 continues to be regularly reviewed and monitored at the highest level
3497,to help artisans adopt scientific beekeeping management practices
3498,niv pune referred 12 passengers with suspected norovirus to samples of 12 passengers to niv
3499,at the end of this national eye donation fortnight let us all pledge to donate eyes promote eye donation and inspire others
3500,panchakarma are the prime treatment modality in ayurveda they are administered for prevention manage and cure as well as for rejuvenation purpose
3501,the newly inaugurated hospital was inaugurated by the indian health minister shri narendra modi
3502,the virus can be controlled only with the support of the community
3503,age of expenditure on procurement both capital and revenue from domestic sources
3504,the recovery rate in the country is improving and presently it is 41 total of 60 490 patients have so far recovered from covid 19 the case fatality rate is also showing downward trend
3505,prime minister said that india is working on cross connectivity projects road rail and transmission lines in nepal
3506,india has 4 486 positive cases of which 1 is infectious the recovery rate is above 93 in the last 24 hours 41 024 new cases were recovered and the total number of recovered cases reached 85 62 641 the gap between recovered and active cases is increasing
3507,small farmers agri business consortium
3508,dr k malhotra agriculture commissioner goi c aggarwal ddg education icar new delhi dinesh kulkarni organisation secretary bks professor manoj dhar vc jammu university and dr ys reddy director csir iiim jammu attended the concluding ceremony
3509,the price of rice and wheat has been fixed at rs 22 and rs 21 per kilogram each ngo voluntary agencies and private institutions can buy foodgrains during the lockdown
3510,this policy aims to realign priorities of the sti ecosystem as per the need of diverse scientific sectors and the changing aspirations of society
3511,the supply of oxygen vaccines and logistics to people affected by coronavirus is being ensured
3512,vedanta oxygen plant at tuticorin will operate puducherry has imposed lockdown from today till april 30
3513,
3514,air marshal anjan kumar gogoi visited north east cane and bamboo development council office in guwahati
3515,incentives for staff for serving in rural and remote areas hard area allowances andspecial packages are provided to attract health hr especially medical officers andspecialists to remote and difficult areas
3516,implementation of national overseas scholarships
3517,mahatma gandhi birthday is celebrated as the international day of non violence by the united nations
3518,promoting foreign direct investment in the coal mining sector by removing the restriction and eligibility criteria for participation
3519,the bamboo ecosystem has been energized with 23 states being assisted including all the 8 states of north east bamboo plantations are being established in assam new fpos will be formed under the recently approved scheme of dacfw for formation of 10 000 bamboo plantations in 5 years
3520,an mou withthenational scheduled castes finance and development corporation on 18th december 2020 for capacity building research training and development supporttoindividual enterprises shgs fpos owned by sc beneficiaries involved in food processing underthepmfmescheme
3521,the minister responsible for development of north eastern region is going to meet the president
3522,exchange rate notification no 10 2022 customs t
3523,hence total of 1919 facilities having 1 73 746 isolation beds and total icu beds 21 806 are available
3524,for more details sridharan devarajan can be contacted at coglabcns iisc at gmail dot com
3525,indian railways is making efforts to ensure that all the migrants are able to travel to their home states
3526,shri srinivas additional secretary darpg and director general national centre for good governance are organising workshop on disseminating india good governance practices to itec countries
3527,the benefits of entries at serial number 357 of the notification no 50 2017 customs dated 30 are being availed
3528,there have been many complaints about digital media and ott platforms
3529,india continues to be at the forefront of contributing to international policies reflecting the country strong belief in vasudhaiva kutumbakam or the world is one family
3530,shri modi is talking about the schemes for the upliftment of tribal population of the region
3531,coir board was set up under the coir industry act 1953 by the government of india for the overall development of coir industry in the country coir board is running 48 establishments including 29 marketing outlets across the country
3532,the ministry of statistics programme implementation has adopted the seea framework in 2018 and has been regularly compiling accounts on various ecosystems the ministry organised seminar to showcase the work done by india in the domain of environment accounting
3533,shri naqvi has said that more than 34 000 infrastructure projects including school college hospital community centre common service centre iti polytechnic girls hostel sadbhavnamandap hunar hub etc have been developed in backward and minority concentrated areas across the country in the last 6 years before 2014 22 000 such projects had been developed
3534,establishing 29 maritime rescue sub centers
3535,the 22nd missile vessel squadron is based at mumbai and comprises missile vessels prabal pralaya nashak nishank vipul vibhuti vinash and vidyut
3536,the convocation was conducted in hybrid mode with physical in person ceremony with limited attendance in the institute dogra hall and an online webcast which reached out to all graduating students their parents distinguished alumni invited guests and everyone else
3537,the vaccine doses have been administered so far under nationwide vaccination drive
3538,both trade and industry ministers will work towards balanced and inclusive outcome at the 12th wto ministerial conference in geneva
3539,procurement of seed cotton under msp is going on smoothly in the states of punjab haryana rajasthan madhya pradesh maharashtra gujarat telangana andhra pradesh odisha and karnataka till 03 quantity of 90 39 092 cotton bales valuing rs 26 432 crore has been procured benefitting 18 67 429 farmers
3540,distribution camp for providing aids and assistive devices to divyangjan and senior citizens to be inaugurated in itanagar tomorrow
3541,here one can experience clearly how the rural economy and the empowerment of mothers and sisters can be strengthened and how the cooperative movement can give push to the aatmanirbhar bharat campaign
3542,drdo has developed two products which can enhance the operations at public places during the pandemic
3543,i am in agreement with the words and sentiments of shri harivansh my valued colleague in the rajya sabha who has rightly written in his foreword to the book
3544,27 553 new cases in the last 24 hours
3545,prevent and reduce stunting in children 0 6 years
3546,in tweet the prime minister said
3547,rate of exchange of one unit of foreign currency equivalent to indian rupees
3548,third mail express trains will now be able to run without any interruption in the kalyan to kurla section
3549,indian scientists have developed method to produce hydrogen with high purity 99 from methanol water mixture at ambient pressure and temperature that uses only one third of the electrical energy required in water electrolysis
3550,the minister of agriculture has held meeting with the stakeholders regarding the proposed shift of coffee board from the ministry of commerce to the ministry of agriculture
3551,more than 12 crore balance and unutilized vaccine doses still available with states uts
3552,the secretary of the department of commerce has said that india will be usd 40 trillion economy in the next 25 years
3553,union minister shri kiren rijiju launches new website of department of justice
3554,the secretary general of election commission of india eci and senior deputy election commissioner sdec briefed the observers on various issues related to election
3555,as have said earlier many authors adopt character or two to build the narrative of full length novel pratibha ray has given bold characterization of draupadi in her oriya classic yajnaseni which won her the prestigious jnanpeeth award
3556,8 822 new cases were reported in the last 24 hours
3557,in tweet the prime minister said
3558,the modi government is totally devoted and dedicated in empowering the poor and deprived sections of the country and this new parliament house will be witness to our commitment to this resolution
3559,the annual capex for ir has been increased substantially for the next five years
3560,the vice president shri venkaiah naidu has called upon the people to fight against divisive forces
3561,examination centres should be established in all 117 aspirational districts of the country to ease access for rural candidates to take the examination
3562,during the exhibitions organized by wscs awareness was created about the use of natural and native grown fibres for clothing in handloom sector and creating eco friendly environment by the usage of natural dyes
3563,nominations for the pdc telecom skill excellence award are being accepted till 16 06 2022
3564,the parade was held at the military academy in andhra pradesh
3565,the prime minister shri narendra modi has expressed grief over the demise of rajya sabha mp shri oscar fernandes ji
3566,the minister of environment has said that india is on track to achieve the national and global biodiversity targets india has established unique 3 tier model of participatory biodiversity resource governance
3567,5g technology provides quantum leap over 4g in terms of speed peak data rate latency spectrum efficiency and connection density 5g hackathon will convert innovating ideas into products and solutions in different verticals and develop india specific use cases around 5g participants can develop 5g solutions from across 10 categories including healthcare education and transportation
3568,there is museum dedicated to the achievements of railway sportspersons
3569,the result will be available on the s p as well as on the internet at uscs gov in
3570,along with the earlier identified 127 districts following 4 districts have also been included for target intervention programme odic cpli
3571,higher education for young achievers shreyas
3572,bureau of indian standards bis organized webinar on fish feed
3573,drives being conducted under one district one product odop initiative across states to facilitate on boarding on commerce platforms special focus being placed on onboarding artisans and handicraftsmen especially those manufacturing geographical indication gi goods and toys
3574,ministry of tourism dekhoapnadesh webinar series is getting good response during lockdown the second one will be held tomorrow between 11 00 am and 12 00 pm it will be about calcutta confluences of culture
3575,maximum all india power demand met crosses 201 gw on 26th april 2022
3576,rate of exchange of one unit of foreign currency equivalent to indian rupees
3577,csir unit for research and development of information products csir urdip pune
3578,87 cr total tests conducted so far 4 26 102 tests conducted in the last 24 hours
3579,the vaccination exercise as tool to protect the most vulnerable population groups in the country from covid 19 continues to be regularly reviewed and monitored at the highest level
3580,what has changed of course in the recent decades is the criticality of real estate to the economy real estate market size in india is expected to reach 1 trillion us dollar by 2030 it will contribute to 13 of the country gdp by 2025 housing and construction is one of the largest employers in the country
3581,the 350th parkash purab of sri guru gobind singh ji took place during the government tenure
3582,the paddy procurement is progressing smoothly in kharif marketing season kms 2021 22 at msp from farmers as was done in previous years
3583,the first food grain movement will be integrated iwt movement via national waterway 1 river ganga nw 97 sunderbans ibp ibp route and nw 2 river brahmaputra
3584,cas has praised the efforts of the mc for efficient management of the vast and varied inventory of the indian air force
3585,shri justice avinash gunwant gharote sc ll was enrolled as an advocate on 23 he practised before the nagpur bench in civil arbitration and constitutional matters he was appointed as an additional judge bombay high court for period of 2 years
3586,shri naidu reminded the gathering that india was once an ancient cradle of knowledge and home to great centres of learning
3587,the ias officers wives welfare association representatives visited the festival
3588,today achievement in the vaccination exercise segregated by population priority groups is as follows
3589,if we have to make india truly global power if we have to show to the world our strength our capabilities if we have to do mutual recognition agreements we will have to be world class in our laboratory testing facilities our people will have to be well trained our equipments will have to be the best available in the world he said
3590,
3591,iv exchange of information periodicals video and photo materials as well as technologies
3592,indian railways has taken up the challenge to fight back against corona in an outstanding manner
3593,the repos rate was cut by 110 basis points in four consecutive mpc meetings in the financial year
3594,plan aims to promote electric mobility infrastructure emphasis on circular economy water and air quality improvements and urban regeneration
3595,new age ideas will prepare india to contribute more to global supply chains india needs to build platform with like minded countries and trusted partners to promote new age businesses in india
3596,fishermen are advised not to venture into southeast arabian sea lakshadweep area and along off kerala coast till 2nd june into eastcentral arabian sea and along and off karnataka coast till 3rd june and into east central arabian sea along off maharashtra coast until 3rd or 4th june fishermen out at sea are advised to return to the coasts by today the 31st may
3597,the prime minister of india narendra modi is celebrating the international day of yoga mass yoga demonstrations are being held at 75 iconic locations across the country
3598,the national mission for clean ganga organised himalayan diwas the event was part of the ongoing celebration of azadi ka amrit mahotsav
3599,pm shares booklet based on last month mann ki baat
3600,school children should be taught about the scientific discoveries in simple way through books animation etc
3601,the budget 2017 18 has focused on economic reforms employment generation capital formation and infrastructure development
3602,live now press conference by the international jury at the 52nd iffigoa iffi52 pic twitter com a9rrx8zqpt
3603,distribution of food is being done with the help of rpf grp commercial departments of zones state governments district administrations and ngos even beyond the station vicinity to cater to the food requirements of needy people in areas surrounding the railway stations
3604,there were 53 370 new confirmed cases of norovirus in the last 24 hours
3605,this week indian oil and gas majors signed an agreement aimed at promoting compressed bio gas cbg as green fuel
3606,the government of india has launched strategy for additive manufacturing
3607,the draft bill proposes for pre litigation mediation and at the same time safeguards the interest of the litigants to approach the competent adjudicatory forums courts in case an urgent relief is sought
3608,abfi has been accused of contravening section 4 of the act
3609,the government has sanctioned about rs 200 cr for projects in the prashad scheme for the region
3610,maulana azad education foundation maef implements education and skill related schemes
3611,there were 18 132 new cases of hiv aids in the last 24 hours which is the lowest recorded daily new cases
3612,shri narendra modi said that industry is flourishing all over gujarat highways have been improved msmes have been developed and msme is great strength of gujarat pharmaceutical industry is also booming in gujarat
3613,prime ministers museum instills pride in every citizen says vice president shri venkaiah naidu
3614,union minister of rural development panchayati raj shri giriraj singh felicitated 75 trained candidates of project unnati under mahatma gandhi nrega
3615,the road connecting kailash mansarovar yatra route to lipulekh border road has been completed it was inaugurated today by rajnath singh
3616,icar indian institute of spices research kozhikode
3617,the prime minister shri narendra modi has paid tributes to loknayak jayaprakash narayan on his jayanti
3618,kvic has put in place robust online enforcement plan for effective monitoring of khadi india trademark rights
3619,for wondfo evaluation committee got 4 bids and the corresponding quotes received were rs 1 204 rs 844 and rs 600
3620,on line applications for the scheme were invited from 15 to 15 so far 52 companies have filed their applications
3621,aim is to transform to simulation based training across all military domains
3622,on the occasion the president presented cricket kits to jamaica cricket association which was received by president of the association mr billy heaven
3623,28 june day 1 heavy to very heavy rainfall with extremely heavy falls at isolated placesvery likely at isolated places over assam meghalaya heavy to very heavy rainfallat isolated places over sub himalayan west bengal sikkim and arunachal pradesh andheavy rainfallat isolated places over uttarakhand east rajasthan west madhya pradesh vidarbha bihar nagaland manipur mizoram tripura gujarat state madhya maharashtra marathwada konkan goa and telangana
3624,the glasgow climate pact adopted by all countries noted that the goal of developed country parties to mobilize usd 100 billion per year by 2020 for climate change mitigation actions has not been met
3625,the strategy adopted to achieve the goals is
3626,there are regular checks of performance levels
3627,dr virendra kumar will inaugurate swavlamban kendra of national handicapped finance development corporation nhfdc
3628,the it department has found an estimated income of about rs 163 cr during the search and survey action
3629,6 planning for covid related appropriate behaviour at marketplaces
3630,the total enrolment under apy has increased significantly since its launch
3631,the prime minister has praised sri ramanujacharya for his work for dalits and backwards
3632,western air command annual aerospace safety council meet was held at its headquarters in delhi on 22 february 2022
3633,dr mohit gambhir director moes innovation cell at the inaugural ceremony stressed the importance of grassroot innovation
3634,fishing harbour at kuthakal kunthukul tn
3635,the first csir lab to go live with tata md is located at csir indian institute of petroleum iip in dehradun
3636,two projects of doubling with electrification in varanasi division north eastern railway were completed on 13th june one of them is kachhwa road to madhosingh section and the other is 16 km of manduadih to prayagraj section
3637,support to centralized procurement of essential drugs and emerging drugs for covid management is made
3638,gst has been hailed as landmark reform of independent india showcasing the spirit of cooperative federalism smt sitharaman believes the administration has been able to overcome challenges well under the gst council supervision she believes the right balance between facilitation and enforcement has engendered better compliance she also expressed optimism that the government aspires to
3639,total number of sc st and woman borrowers benefited under stand up india scheme as on 21 are as below
3640,design led manufacturing under production linked incentive pli scheme for promoting telecom and networking products manufacturing in india
3641,access to quality ecce and universal acquisition of foundational literacy and numeracy by grade 3
3642,raksha mantri and dr ng eng hen minister for defence singapore exchanged views on the response of the singapore armed forces to the covid 19 pandemic
3643,total prize money inr 2 crore spread across three phases
3644,every new generation stands on the shoulders of previous generations builds upon this heritage and makes new advances you all have been identified as potential leaders of the armed forces
3645,india agricultural export of essential agricultural commodities has increased by 81 during april september 2020 compared to the same period in 2019
3646,finance minister nirmalasitharaman attends the plenary meeting of the international monetary and financial committee of the imf
3647,pradhan mantri ujjwala yojana aimed at providing deposit free lpg connections to adult woman of poor households was launched on 01 it reached its target on 7th september 2019 13 crore cylinders were distributed to pmuy beneficiaries during corona crisis
3648,the department of animal husbandry dairying will launch one health pilot in karnataka at bengaluru tomorrow
3649,there have been more than 1 130 deaths in the past 24 hours due to covid
3650,the chief election commissioner cec was not satisfied with the expression in the middle part of the letter that suggested that the secretary of the election commission of india should attend the meeting on 16
3651,the democracy of india and the judiciary have protected the right to justice of indian citizens even in difficult times during the recent global pandemic the judiciary provided an example of its dedication and devotion
3652,the comprehensive strategic partnership between the us and canada has been elevated to comprehensive partnership they are establishing the mechanism of annual summits between the two countries to regular review of their relationship
3653,
3654,the department of biotechnology supported vaccine development during the covid pandemic
3655,india wheat exports touched 243 million in 2020 against 50 million in 2016wheat exports witnessed whopping 48 compounded annual growth rate cagr during 2016 2020bangladesh is the top destination for wheat exports yemen afghanistan qatar and indonesia new markets for indian wheat in 2020 21
3656,power minister graces ceremony of 6th foundation day of areas through online platform
3657,4 government medical college jaipur
3658,the indian railway board has approved new set of railway projects
3659,the process designed ensures the seamless integration imagined vertically across stages and horizontally across subjects in the same stage in the nep 2020 to ensure holistic integrated and multi disciplinary education
3660,shri naidu believes that farmers have never let down the country he called for positive attitude towards agriculture
3661,no global tenders are invited for government tenders of up to rs 200 crore work by central ministries departments is undertaken based on merits of the proposal submitted by companies
3662,18 294 recoveries in the last 24 hours increases total recoveries to
3663,ii concept of rolling auction in order to expedite the process for conducting auction and to carry out more rounds of auction in year rolling auctions of coal mines have been planned
3664,various ministers and senior officials from govt of madhya pradesh
3665,innovation is critical for promoting the country resilience and self reliance
3666,across the states comparison of payroll figures reveals that the states of maharashtra tamil nadu gujarat karnataka and haryana remain at the forefront of the enrollment recovery cycle adding approximately 57 of the total 21 lakh net new subscribers added during the months of june july and august 2020 combined
3667,the finance minister drew attention of distinguished gathering in the meeting to the unprecedented situation in sri lanka and hoped for decisive relief to sri lanka so that they come out of the crisis
3668,passengers in distress calls to toll free helpline no 139 24 7 and twitter related to security were promptly attended and resolved
3669,prime minister frank bainimarama has congratulated the republic of india for successfully administering one billion covid 19 vaccine doses to its population this week read more teamfiji fijiangovernment fiji pic twitter com i3pqkbishc
3670,the activities envisaged under the concept of the center for happiness will be divided into five broad categories
3671,there are six quarantine facilities run by the armed forces for evacuated people from covid 19 affected countries 1 073 people including evacuees from iran italy japan malaysia iaf and medical crew are currently under quarantine
3672,the security forces in jammu and kashmir have defeated number of terrorist attacks
3673,the prime minister shri narendra modi met with grammy winner indian musician ricky kej
3674,dr satyendra kumar director ministry of environment forests and climate change talked about plastic waste management rules 2016
3675,india and france re elected as president and co president of the international solar alliance isa at the third assembly of the isa
3676,pmjjby more than 12 crore cumulative enrolments
3677,the ayushman bharat initiative aims to improve access to health care and reduce out of pocket expenses for 40 of india population
3678,union ministry of msme working on agro msme policy shri nitin gadkari
3679,new schools to admit 5 000 students in class vi from academic year 2022 23
3680,leh ladakh is an important producer of apricots and other agri products
3681,shri vivek kishore director road safety ministry of road transport highways gave presentation on black spots rectification procedure
3682,the attenuation of aerosol from solar radiation is 105 kwh 2 per year on horizontal surface or global horizontal irradiance the attenuation for direct solar radiation received from the sun is 266 kwh s2 and 245 1 while for the cloud it is 245 kwh per year
3683,the police have carried out search operation
3684,the database of skilled manpower developed across different disciplines through the av project will serve as platform for the development of skilled man power in the country
3685,from the financial year 2021 22 this schemes has been re named as scheme for residential education for students in high schools in targeted areas shreshta
3686,e mode of payment is being introduced to improve transparency and elimination of leakages in the apmc system
3687,scientists have developed ultra thin heteroprotein films with excellent thermal mechanical and ph stability that can pave the way for expanding applications of thin films in biomedical and food packaging industries
3688,the longewala post has glorious history longewal won decisive victory in the 1971 war with pakistan this year the victory in this war is completing 50 years
